TYPE,CUSTOMER_DEPARTMENT,MAIN_CUSTOMER,COMPLEXITY,PRODUCT,ROUNDS,MACHINE,PROD_STE,NECK,STITCH,YARN,ORDER
APR,Verweij Fashion BV Gents,Verweij,C1,Pullover,2,HF,US1,Crew Neck,Jersey,LAMBSWOOL,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cardigan,1,AUTO,FKL,V-Neck,Rib,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cardigan,2,AUTO,ANS,V-Neck,Rib,VISCOSE_BLENDS,Y
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,3,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,Y
APR,Devred SAS Gents,Devred SAS,B,Pullover,4,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C2,Pullover,1,HF,FKL,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C2,Pullover,2,AUTO,FKL,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C2,Pullover,3,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,C2,Pullover,4,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,C2,Pullover,5,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
APR,Devred SAS Gents,Devred SAS,B,Pullover,6,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Monoprix Exploitation Gents,Monoprix Exploitation,B,Pullover,1,HF,US1,Crew Neck,Jersey,LAMBSWOOL,Y
CNT,Armani Gents,Armani,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,Y
CNT,Armani Gents,Armani,B,Pullover,1,AUTO,FKL,Djellaba,Jacquard,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,3,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,4,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,Y
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,HF,US1,Crew Neck,Stripes,NYLON_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,HF,US1,Crew Neck,Stripes,NYLON_BLENDS,Y
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,FKL,Not Applicable,Jersey,MERINO_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,AJX,Crew Neck,Jersey,MERINO_BLENDS,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,3,AUTO,AJX,Crew Neck,Jersey,MERINO_BLENDS,Y
APR,Devred SAS Gents,Devred SAS,B,Pullover,4,AUTO,AJX,Crew Neck,Jersey,MERINO_BLENDS,N
APR,Armani Gents,Armani,B,Pullover,1,HF,US1,Crew Neck,Tuck,COTTON,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Cardigan,1,AUTO,FKL,Shawl Collar,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,AUTO,FKL,Shawl Collar,Tuck,NYLON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,3,AUTO,FKL,Shawl Collar,Tuck,NYLON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,4,AUTO,FKL,Shawl Collar,Tuck,NYLON_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,5,AUTO,FKL,Shawl Collar,Tuck,NYLON_BLENDS,Y
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,6,AUTO,ANS,Shawl Collar,Tuck,NYLON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,AJX,High Crew Neck,Knit/purl,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,C1,Pullover,1,HF,FKL,Not Applicable,Jersey,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,AJX,Shawl Collar,Knit/purl,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,AUTO,AJX,Turtle Neck,Knit/purl,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,3,AUTO,AJX,High Crew Neck,Knit/purl,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,C1,Pullover,1,AUTO,FKL,Snood,Jersey,COTTON,Y
CNT,Bonobo Gents,Bonobo Planet,C1,Pullover,2,AUTO,FKL,Snood,Jersey,COTTON,N
APR,Stockomani - Ladies,Stockomani,B,Pullover,1,HF,AJX,V-Neck,Jersey,CASHMERE,Y
APR,Bonobo Gents,Bonobo Planet,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,B,Pullover,2,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,HF,AJX,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,HF,AJX,Crew Neck,Jersey,COTTON_BLENDS,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,3,HF,AJX,Crew Neck,Jersey,COTTON_BLENDS,Y
CNT,Superbalist Ladies,Superbalist,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Superbalist Ladies,Superbalist,B,Pullover,2,HF,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
APR,Superbalist Ladies,Superbalist,B,Pullover,3,HF,US1,Crew Neck,Jersey,COTTON_BLENDS,Y
APR,Superbalist Ladies,Superbalist,B,Pullover,4,HF,US1,Crew Neck,Jersey,ACRYLIC,Y
CNT,Superbalist Ladies,Superbalist,B,Cardigan,1,AUTO,FKL,Shawl Collar,Jersey,LAMBSWOOL_BLENDS,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,FKL,Crew Neck,Cable/Aran,COTTON,Y
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,2,AUTO,FKL,Crew Neck,Cable/Aran,COTTON,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,3,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,1,AUTO,FKL,Slash Neck,Jersey,COTTON_BLENDS,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,2,AUTO,FKL,Slash Neck,Jersey,COTTON_BLENDS,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,3,AUTO,ANS,Slash Neck,Jersey,COTTON_BLENDS,Y
CNT,Scalpers Gents,Scalpers,B,Pullover,1,HF,FKL,Crew Neck,Jersey,MERINO,N
CNT,Scalpers Gents,Scalpers,B,Pullover,2,HF,FKL,Crew Neck,Jersey,MERINO,N
CNT,Scalpers Gents,Scalpers,B,Pullover,1,HF,FKL,Crew Neck,Jersey,ACRYLIC_BLENDS,N
CNT,Scalpers Gents,Scalpers,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON,N
CNT,Scalpers Gents,Scalpers,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,CASHMERE_BLENDS,N
CNT,Armani Gents,Armani,C1,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,COTTON_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,ANS,Square Neck,Jersey,ACRYLIC,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,Cawl Neck,Rib,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,High Crew Neck,Knit/purl,ACRYLIC,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,High Crew Neck,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Not Applicable,2,HF,FKL,Not Applicable,Jersey,ACRYLIC,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,3,HF,US1,Crew Neck,Jersey,ACRYLIC,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,Turtle Neck,Tuck,COTTON_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,V-Neck,Jersey,ACRYLIC,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,2,AUTO,ANS,V-Neck,Jersey,ACRYLIC,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,3,AUTO,ANS,V-Neck,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,4,AUTO,ANS,V-Neck,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,5,AUTO,ANS,V-Neck,Jersey,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,6,AUTO,ANS,V-Neck,Jersey,VISCOSE_BLENDS,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,Crew Neck,Jersey,ACRYLIC,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,Cawl Neck,Jersey,ACRYLIC,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Cardigan,1,HF,FKL,High Crew Neck,Stripes,LAMBSWOOL_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Cable/Aran,NYLON_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,AUTO,FKL,Crew Neck,Cable/Aran,NYLON_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,3,AUTO,ANS,Crew Neck,Cable/Aran,NYLON_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,4,AUTO,ANS,Crew Neck,Cable/Aran,NYLON_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,5,AUTO,FKL,Crew Neck,Cable/Aran,NYLON_BLENDS,Y
CNT,Marks & Spencer Plc T30 Outlet Gents,Marks & Spencer Plc,C1,Pullover,1,HF,FKL,Crew Neck,Stripes,LAMBSWOOL,N
APR,Marks & Spencer Plc T30 Outlet Gents,Marks & Spencer Plc,C1,Pullover,2,HF,FKL,Crew Neck,Stripes,LAMBSWOOL,Y
CNT,Marks & Spencer Plc T30 Outlet Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Outlet Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Turtle Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,High Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Not Applicable,1,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Hood,Rib,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,C1,Pullover,1,AUTO,FKL,High Crew Neck,Stripes,COTTON,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Scarf,1,AUTO,FKL,Not Applicable,Jersey,ACRYLIC_BLENDS,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Scarf,2,AUTO,FKL,Not Applicable,Jersey,ACRYLIC_BLENDS,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Scarf,3,AUTO,FKL,Not Applicable,Jersey,ACRYLIC_BLENDS,Y
CNT,Celio Paris Accessories Gents,Celio International SA,B,Scarf,4,AUTO,FKL,Not Applicable,Jersey,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,C1,Pullover,1,AUTO,FKL,High Crew Neck,Jacquard,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,AUTO,FKL,Crew Neck,Knit/purl,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,High Crew Neck,Knit/purl,ACRYLIC_BLENDS,N
APR,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
APR,Celio Paris Gents,Celio International SA,C1,Pullover,2,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,AUTO,FKL,Crew Neck,Jacquard,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,VISCOSE_BLENDS,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,FKL,V-Neck,Jersey,CASHMERE,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,AJX,Crew Neck,Jersey,ACRYLIC_BLENDS,N
CNT,Superbalist Ladies,Superbalist,C1,Pullover,1,AUTO,FKL,High Crew Neck,Tuck,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,FKL,V-Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,ACRYLIC,N
CNT,Stockomani - Ladies,Stockomani,B,Scarf,1,HF,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Stockomani - Gents,Stockomani,B,Pullover,1,HF,AJX,V-Neck,Jersey,CASHMERE,N
APR,Stockomani - Gents,Stockomani,B,Pullover,2,HF,AJX,V-Neck,Jersey,CASHMERE,Y
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,2,AUTO,FKL,Crew Neck,Jersey,LAMBSWOOL,N
APR,Lion Of Porches  Gents,Lion Of Porches,B,Pullover,3,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL,Y
CNT,POLO Gents,Polo,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,COTTON,N
CNT,POLO Gents,Polo,C1,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,COTTON,N
CNT,Stockomani - Gents,Stockomani,B,Scarf,1,HF,AJX,Not Applicable,Jersey,CASHMERE,N
CNT,Stockomani - Gents,Stockomani,B,Bonnet,1,HF,AJX,Not Applicable,Rib,CASHMERE,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,FKL,Crew Neck,Jersey,WOOL,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,2,HF,FKL,Crew Neck,Jersey,WOOL_BLENDS,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,3,HF,FKL,Crew Neck,Jersey,WOOL,N
APR,Celio Paris Gents,Celio International SA,B,Pullover,4,HF,FKL,Crew Neck,Jersey,WOOL_BLENDS,Y
APR,Celio Paris Gents,Celio International SA,B,Pullover,5,HF,US1,Crew Neck,Jersey,WOOL_BLENDS,N
CNT,Stockomani - Gents,Stockomani,B,Bonnet,1,HF,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Stockomani - Gents,Stockomani,B,Scarf,1,HF,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,POLO Gents,Polo,C1,Pullover,1,AUTO,FKL,Cross Over V,Tuck,COTTON,N
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Cardigan,1,HF,AJX,High Crew Neck,Jersey,LAMBSWOOL,N
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Cardigan,2,HF,AJX,High Crew Neck,Jersey,LAMBSWOOL,N
APR,Next Retail Limited Gents,Next Retail Limited,C1,Cardigan,3,HF,US1,High Crew Neck,Jersey,LAMBSWOOL,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Stripes,CASHMERE_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,POLO Gents,Polo,C1,Pullover,1,AUTO,FKL,Shawl Collar,Tuck,COTTON,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cardigan,1,AUTO,FKL,Slash Neck,Tuck,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,2,AUTO,ANS,Slash Neck,Tuck,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,3,AUTO,FKL,Slash Neck,Tuck,VISCOSE_BLENDS,N
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Cardigan,1,HF,AJX,High Crew Neck,Tuck,LAMBSWOOL,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,C1,Pullover,1,HF,FKL,Crew Neck,Stripes,COTTON,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Cardigan,1,AUTO,FKL,Not Applicable,Jersey,ACRYLIC_BLENDS,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Cardigan,2,AUTO,ANS,Not Applicable,Jersey,ACRYLIC_BLENDS,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Not Applicable,1,AUTO,FKL,V-Neck,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Not Applicable,1,AUTO,FKL,Not Applicable,Jersey,ACRYLIC,N
CNT,POLO Gents,Polo,C2,Pullover,1,AUTO,FKL,High Crew Neck,Jacquard,COTTON,N
CNT,POLO Gents,Polo,C2,Pullover,1,AUTO,FKL,High Crew Neck,Tuck,COTTON,N
CNT,POLO Gents,Polo,B,Pullover,2,AUTO,FKL,Not Applicable,Tuck,COTTON,N
CNT,POLO Gents,Polo,C2,Pullover,1,AUTO,FKL,Polo Collar,Jacquard,COTTON,N
CNT,POLO Gents,Polo,C2,Pullover,2,AUTO,FKL,Polo Collar,Jacquard,COTTON,N
CNT,Joseph Abboud Gents,Tailored Brand,B,Pullover,1,AUTO,FKL,High Crew Neck,Jersey,MERINO,N
APR,Joseph Abboud Gents,Tailored Brand,B,Pullover,2,AUTO,FKL,High Crew Neck,Jersey,MERINO,N
CNT,Joseph Abboud Gents,Tailored Brand,B,Pullover,3,AUTO,FKL,High Crew Neck,Jersey,MERINO,N
APR,Joseph Abboud Gents,Tailored Brand,B,Pullover,4,AUTO,FKL,High Crew Neck,Jersey,MERINO,Y
APR,Joseph Abboud Gents,Tailored Brand,B,Pullover,5,AUTO,ANS,High Crew Neck,Jersey,MERINO,N
CNT,POLO Gents,Polo,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,1,AUTO,FKL,Boat Neck,Tuck,COTTON_BLENDS,N
CNT,El Corte Ingles - Gents,El Corte Inglés,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,MERINO,N
APR,El Corte Ingles - Gents,El Corte Inglés,B,Pullover,2,AUTO,FKL,V-Neck,Jersey,MERINO,N
APR,El Corte Ingles - Gents,El Corte Inglés,B,Pullover,3,AUTO,FKL,V-Neck,Jersey,MERINO,N
APR,El Corte Ingles - Gents,El Corte Inglés,B,Pullover,4,AUTO,ANS,V-Neck,Jersey,MERINO,N
APR,El Corte Ingles - Gents,El Corte Inglés,B,Pullover,5,AUTO,ANS,V-Neck,Jersey,MERINO,N
APR,El Corte Ingles - Gents,El Corte Inglés,B,Pullover,6,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,FKL,Turtle Neck,Jersey,ACRYLIC,N
CNT,POLO Gents,Polo,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,COTTON,N
CNT,Banana Republic Gents,Banana Republic,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,John Lewis Overseas Plc Gents,John Lewis Overseas Plc,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,John Lewis Overseas Plc Gents,John Lewis Overseas Plc,B,Pullover,2,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,John Lewis Overseas Plc Gents,John Lewis Overseas Plc,B,Pullover,3,AUTO,FKL,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,Y
CNT,Joseph Abboud Gents,Tailored Brand,C1,Cardigan,1,AUTO,FKL,V-Neck,Double bed,MERINO_BLENDS,N
APR,Joseph Abboud Gents,Tailored Brand,C1,Cardigan,2,AUTO,FKL,V-Neck,Double bed,MERINO_BLENDS,N
CNT,Joseph Abboud Gents,Tailored Brand,C1,Swatch,3,AUTO,FKL,V-Neck,Double bed,MERINO_BLENDS,N
APR,Joseph Abboud Gents,Tailored Brand,C1,Cardigan,4,AUTO,FKL,V-Neck,Double bed,MERINO_BLENDS,N
APR,Joseph Abboud Gents,Tailored Brand,C1,Cardigan,5,AUTO,ANS,V-Neck,Double bed,MERINO_BLENDS,Y
CNT,Cape Union Mart Poetry Ladies,Cape Union Mart,C1,Pullover,1,AUTO,FKL,Turtle Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Country Road Clothing PTY Ltd Ladies,Country Road Clothing PTY Ltd,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,MERINO_BLENDS,N
CNT,Country Road Clothing PTY Ltd Ladies,Country Road Clothing PTY Ltd,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,MERINO_BLENDS,N
CNT,Country Road Clothing PTY Ltd Gents,Country Road Clothing PTY Ltd,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,LAMBSWOOL,N
CNT,STOCK GENTS-1,STOCK ORDERS,B,Pullover,1,AUTO,ANS,V-Neck,Knit/purl,LAMBSWOOL,N
CNT,STOCK GENTS-1,STOCK ORDERS,B,Pullover,2,AUTO,ANS,V-Neck,Knit/purl,LAMBSWOOL,N
CNT,Celio Club Gents,Celio International SA,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,Celio Club Gents,Celio International SA,B,Pullover,1,AUTO,FKL,High Crew Neck,Jersey,MERINO,N
CNT,John Lewis Overseas Plc Gents,John Lewis Overseas Plc,C1,Pullover,1,AUTO,FKL,High Crew Neck,Stripes,MERINO_BLENDS,N
APR,John Lewis Overseas Plc Gents,John Lewis Overseas Plc,C1,Pullover,2,AUTO,FKL,High Crew Neck,Stripes,MERINO_BLENDS,Y
CNT,STOCK GENTS-1,STOCK ORDERS,B,Pullover,1,AUTO,ANS,V-Neck,Cable/Aran,ACRYLIC_BLENDS,N
CNT,STOCK GENTS-1,STOCK ORDERS,B,Pullover,2,AUTO,ANS,V-Neck,Cable/Aran,ACRYLIC_BLENDS,N
CNT,STOCK GENTS-1,STOCK ORDERS,B,Pullover,3,AUTO,ANS,V-Neck,Cable/Aran,LAMBSWOOL,N
APR,The Edinburgh Woollen Mill Limited Ladies,The Edinburgh Woollen Mill Limited,C1,Cardigan,1,HF,AJX,V-Neck,Jersey,LAMBSWOOL_BLENDS,Y
